timestamp,map,reduce
1462292999,0,0
1462293017,1,0
1462293020,2,0
1462293026,3,0
1462293039,4,0
1462293044,5,0
1462293048,6,0
1462293057,7,0
1462293067,8,0
1462293071,9,0
1462293077,10,0
1462293083,11,0
1462293092,12,0
1462293097,13,0
1462293101,14,0
1462293112,15,0
1462293120,16,0
1462293126,17,0
1462293136,18,0
1462293143,19,0
1462293150,20,0
1462293157,21,0
1462293164,22,0
1462293171,23,0
1462293179,24,0
1462293185,25,0
1462293195,26,0
1462293203,27,0
1462293212,28,0
1462293221,29,0
1462293230,30,0
1462293238,31,0
1462293246,32,0
1462293258,33,0
1462293261,34,0
1462293273,35,0
1462293283,36,0
1462293289,37,0
1462293300,38,0
1462293309,38,1
1462293312,39,1
1462293323,39,2
1462293325,40,2
1462293332,41,2
1462293337,41,3
1462293344,42,3
1462293354,43,3
1462293363,44,3
1462293364,44,4
1462293376,45,4
1462293387,46,4
1462293395,46,5
1462293400,47,5
1462293410,48,5
1462293421,49,5
1462293435,50,5
1462293449,51,5
1462293470,52,5
1462293485,53,5
1462293499,54,5
1462293509,55,5
1462293511,55,6
1462293527,56,6
1462293537,57,6
1462293548,58,6
1462293560,59,6
1462293570,59,7
1462293572,60,7
1462293581,61,7
1462293591,62,7
1462293604,63,7
1462293609,63,8
1462293616,64,8
1462293625,65,8
1462293637,66,8
1462293643,66,9
1462293649,67,9
1462293661,68,9
1462293671,69,9
1462293680,69,10
1462293683,70,10
1462293696,71,10
1462293707,72,10
1462293717,72,11
1462293721,73,11
1462293732,74,11
1462293740,75,11
1462293754,76,11
1462293763,76,12
1462293764,77,12
1462293779,78,12
1462293791,79,12
1462293801,80,12
1462293802,80,13
1462293816,81,13
1462293825,82,13
1462293835,82,14
1462293838,83,14
1462293851,84,14
1462293867,84,15
1462293868,85,15
1462293880,86,15
1462293897,87,15
1462293901,87,16
1462293907,88,16
1462293918,89,16
1462293924,89,17
1462293934,90,17
1462293946,91,17
1462293960,92,17
1462293975,93,17
1462293981,94,17
1462293989,95,17
1462293994,95,18
1462293998,96,18
1462294006,97,18
1462294015,98,18
1462294025,99,18
1462294038,100,18
1462294044,100,19
1462294096,100,20
1462294146,100,21
1462294241,100,22
1462294253,100,23
1462294262,100,24
1462294274,100,25
1462294283,100,26
1462294295,100,27
1462294329,100,28
1462294371,100,29
1462294407,100,30
1462294444,100,31
1462294486,100,32
1462294519,100,33
1462294556,100,34
1462294600,100,35
1462294637,100,36
1462294675,100,37
1462294778,100,38
1462294926,100,39
1462295154,100,40
1462295299,100,41
1462295402,100,42
1462295536,100,43
1462295634,100,44
1462296282,100,45
1462296306,100,46
1462296327,100,47
1462296344,100,48
1462296356,100,49
1462296367,100,50
1462296381,100,51
1462296396,100,52
1462296409,100,53
1462296423,100,54
1462296439,100,55
1462296454,100,56
1462296468,100,57
1462296498,100,58
1462296541,100,59
1462296583,100,60
1462296618,100,61
1462296644,100,62
1462296656,100,63
1462296671,100,64
1462296686,100,65
1462296701,100,66
1462296715,100,67
1462296728,100,68
1462296743,100,69
1462296758,100,70
1462296784,100,71
1462296811,100,72
1462296848,100,73
1462296943,100,74
1462297038,100,75
1462297133,100,76
1462297228,100,77
1462297337,100,78
1462297442,100,79
1462297553,100,80
1462297659,100,81
1462297769,100,82
1462297868,100,83
1462297963,100,84
1462298056,100,85
1462298135,100,86
1462298206,100,87
1462298276,100,88
1462298348,100,89
1462298408,100,90
1462298467,100,91
1462298528,100,92
1462298585,100,93
1462298641,100,94
1462298697,100,95
1462298755,100,96
1462298813,100,97
1462298870,100,98
1462298929,100,99
1462299011,100,100
