timestamp,map,reduce
1462811009,0,0
1462811025,2,0
1462811026,6,0
1462811032,7,0
1462811035,9,0
1462811048,10,0
1462811049,11,0
1462811051,13,0
1462811052,14,0
1462811053,15,0
1462811055,16,0
1462811059,17,0
1462811062,18,0
1462811066,19,0
1462811068,20,0
1462811071,21,0
1462811073,22,0
1462811075,23,0
1462811078,25,0
1462811079,26,0
1462811080,27,0
1462811083,28,0
1462811087,29,0
1462811089,30,0
1462811091,31,0
1462811096,32,0
1462811097,33,0
1462811100,34,0
1462811103,35,0
1462811104,36,0
1462811105,37,0
1462811106,38,0
1462811110,39,0
1462811113,40,0
1462811116,41,0
1462811120,42,0
1462811122,43,0
1462811125,44,0
1462811127,44,1
1462811129,44,2
1462811131,44,3
1462811132,45,3
1462811134,46,3
1462811136,47,3
1462811139,47,4
1462811142,47,5
1462811144,48,5
1462811147,49,5
1462811149,50,6
1462811151,51,7
1462811157,52,7
1462811158,53,8
1462811161,55,8
1462811162,55,9
1462811164,56,9
1462811167,56,10
1462811170,57,10
1462811174,58,10
1462811177,59,10
1462811178,59,11
1462811180,60,11
1462811183,61,11
1462811186,62,11
1462811190,63,11
1462811194,64,11
1462811195,64,12
1462811198,65,12
1462811207,66,12
1462811211,67,12
1462811212,67,13
1462811218,68,13
1462811223,69,13
1462811224,69,14
1462811229,70,14
1462811236,71,14
1462811241,72,14
1462811243,72,15
1462811246,73,16
1462811248,74,16
1462811251,75,16
1462811255,76,16
1462811258,77,17
1462811262,79,17
1462811264,80,18
1462811267,81,18
1462811272,82,18
1462811273,83,19
1462811276,84,19
1462811279,85,19
1462811280,86,19
1462811284,87,20
1462811286,88,20
1462811290,89,21
1462811292,90,21
1462811293,91,21
1462811295,92,21
1462811296,92,22
1462811297,93,22
1462811299,94,22
1462811301,95,22
1462811302,95,23
1462811304,96,23
1462811305,97,24
1462811311,97,25
1462811318,97,26
1462811323,97,27
1462811327,97,28
1462811333,97,29
1462811336,98,29
1462811341,98,30
1462811343,99,30
1462811350,99,31
1462811351,100,31
1462811357,100,32
1462811362,100,33
1462811365,100,34
1462811368,100,35
1462811372,100,36
1462811377,100,37
1462811380,100,38
1462811383,100,39
1462811386,100,40
1462811387,100,41
1462811390,100,42
1462811392,100,43
1462811395,100,44
1462811396,100,45
1462811399,100,46
1462811401,100,47
1462811404,100,48
1462811405,100,49
1462811408,100,50
1462811411,100,51
1462811413,100,52
1462811416,100,53
1462811419,100,54
1462811422,100,55
1462811426,100,56
1462811429,100,57
1462811432,100,58
1462811435,100,59
1462811438,100,60
1462811443,100,61
1462811446,100,62
1462811449,100,63
1462811452,100,64
1462811456,100,65
1462811459,100,66
1462811462,100,67
1462811468,100,68
1462811471,100,69
1462811474,100,70
1462811478,100,71
1462811481,100,72
1462811487,100,73
1462811495,100,74
1462811505,100,75
1462811514,100,76
1462811525,100,77
1462811534,100,78
1462811544,100,79
1462811553,100,80
1462811583,100,81
1462811600,100,82
1462811616,100,83
1462811633,100,84
1462811649,100,85
1462811669,100,86
1462811689,100,87
1462811710,100,88
1462811730,100,89
1462811751,100,90
1462811770,100,91
1462811791,100,92
1462811812,100,93
1462811833,100,94
1462811853,100,95
1462811874,100,96
1462811895,100,97
1462811914,100,98
1462811936,100,99
1462811960,100,100
