timestamp,map,reduce
1459165599,0,0
1459165616,1,0
1459165618,4,0
1459165620,5,0
1459165621,6,0
1459165624,7,0
1459165628,9,0
1459165640,10,0
1459165644,12,0
1459165645,13,0
1459165646,14,0
1459165647,15,0
1459165649,16,0
1459165653,17,0
1459165654,18,0
1459165663,19,0
1459165666,20,0
1459165668,21,0
1459165669,22,0
1459165670,23,0
1459165671,24,0
1459165672,25,0
1459165673,26,0
1459165675,27,0
1459165679,28,0
1459165681,29,0
1459165682,30,0
1459165687,31,0
1459165691,32,0
1459165693,33,0
1459165695,34,0
1459165696,35,0
1459165697,36,0
1459165700,37,0
1459165705,38,0
1459165706,39,0
1459165709,40,0
1459165712,41,0
1459165716,42,0
1459165721,43,0
1459165723,44,0
1459165726,45,0
1459165729,46,0
1459165732,47,0
1459165736,48,0
1459165738,49,0
1459165741,50,0
1459165744,51,0
1459165746,52,0
1459165750,53,0
1459165752,54,0
1459165754,55,0
1459165756,56,0
1459165759,57,0
1459165762,58,0
1459165764,59,0
1459165768,60,0
1459165770,60,1
1459165771,60,2
1459165772,61,2
1459165773,61,3
1459165777,62,3
1459165778,63,3
1459165779,63,4
1459165781,64,4
1459165784,64,5
1459165785,65,5
1459165788,65,6
1459165790,66,6
1459165792,67,6
1459165794,67,7
1459165797,68,7
1459165799,68,8
1459165800,69,8
1459165804,70,8
1459165807,70,9
1459165809,71,9
1459165811,71,10
1459165814,72,10
1459165819,73,11
1459165822,74,11
1459165827,75,11
1459165832,76,11
1459165838,77,11
1459165840,78,12
1459165842,79,12
1459165844,79,13
1459165846,80,13
1459165849,81,13
1459165852,82,13
1459165853,82,14
1459165854,83,14
1459165856,84,14
1459165857,85,14
1459165858,86,15
1459165862,87,15
1459165864,88,15
1459165865,89,15
1459165866,89,16
1459165869,90,16
1459165871,91,16
1459165872,92,17
1459165873,93,17
1459165875,94,17
1459165878,95,17
1459165880,96,17
1459165881,96,18
1459165884,97,18
1459165886,98,19
1459165887,99,19
1459165892,100,19
1459165896,100,20
1459165901,100,21
1459165905,100,22
1459165911,100,23
1459165914,100,24
1459165920,100,25
1459165925,100,26
1459165929,100,27
1459165936,100,28
1459165942,100,29
1459165945,100,30
1459165948,100,31
1459165951,100,32
1459165954,100,33
1459165957,100,34
1459165960,100,35
1459165963,100,36
1459165966,100,37
1459165969,100,38
1459165972,100,39
1459165975,100,40
1459165978,100,41
1459165981,100,42
1459165983,100,43
1459165986,100,44
1459165989,100,45
1459165992,100,46
1459165996,100,47
1459166001,100,48
1459166005,100,49
1459166008,100,50
1459166011,100,51
1459166014,100,52
1459166019,100,53
1459166023,100,54
1459166026,100,55
1459166031,100,56
1459166035,100,57
1459166038,100,58
1459166043,100,59
1459166047,100,60
1459166050,100,61
1459166056,100,62
1459166059,100,63
1459166065,100,64
1459166069,100,65
1459166072,100,66
1459166078,100,67
1459166081,100,68
1459166086,100,69
1459166090,100,70
1459166096,100,71
1459166102,100,72
1459166108,100,73
1459166113,100,74
1459166117,100,75
1459166123,100,76
1459166128,100,77
1459166132,100,78
1459166141,100,79
1459166158,100,80
1459166176,100,81
1459166195,100,82
1459166216,100,83
1459166234,100,84
1459166253,100,85
1459166276,100,86
1459166296,100,87
1459166317,100,88
1459166338,100,89
1459166354,100,90
1459166372,100,91
1459166392,100,92
1459166411,100,93
1459166432,100,94
1459166459,100,95
1459166484,100,96
1459166511,100,97
1459166545,100,98
1459166635,100,99
1459166656,100,100
