timestamp,map,reduce
1462213811,0,0
1462213827,1,0
1462213830,2,0
1462213844,3,0
1462213854,4,0
1462213862,5,0
1462213871,6,0
1462213877,7,0
1462213884,8,0
1462213893,9,0
1462213899,10,0
1462213910,11,0
1462213918,12,0
1462213927,13,0
1462213935,14,0
1462213945,15,0
1462213951,16,0
1462213959,17,0
1462213968,18,0
1462213977,19,0
1462213986,20,0
1462213997,21,0
1462214004,22,0
1462214013,23,0
1462214019,24,0
1462214028,25,0
1462214034,26,0
1462214046,27,0
1462214053,28,0
1462214066,29,0
1462214073,30,0
1462214082,31,0
1462214089,32,0
1462214098,33,0
1462214106,34,0
1462214116,35,0
1462214127,36,0
1462214140,37,0
1462214145,37,1
1462214158,38,2
1462214172,39,2
1462214173,39,3
1462214181,40,3
1462214186,40,4
1462214197,41,4
1462214205,41,5
1462214212,42,5
1462214222,43,5
1462214234,43,6
1462214235,44,6
1462214255,45,6
1462214270,46,6
1462214282,46,7
1462214286,47,7
1462214299,48,7
1462214314,49,7
1462214338,50,7
1462214355,51,7
1462214372,52,7
1462214387,53,7
1462214391,53,8
1462214400,54,8
1462214414,55,8
1462214420,55,9
1462214432,56,9
1462214439,57,9
1462214451,58,9
1462214465,58,10
1462214466,59,10
1462214479,60,10
1462214493,61,10
1462214497,61,11
1462214504,62,11
1462214516,63,11
1462214531,63,12
1462214532,64,12
1462214542,65,12
1462214558,66,12
1462214573,67,12
1462214575,67,13
1462214580,68,13
1462214593,69,13
1462214605,70,13
1462214609,70,14
1462214616,71,14
1462214631,72,14
1462214643,73,14
1462214644,73,15
1462214655,74,15
1462214666,75,15
1462214678,76,15
1462214692,76,16
1462214694,77,16
1462214708,78,16
1462214721,79,16
1462214733,80,16
1462214748,81,16
1462214764,82,16
1462214769,82,17
1462214781,83,17
1462214792,84,17
1462214808,85,17
1462214825,86,17
1462214843,86,18
1462214848,87,18
1462214863,88,18
1462214874,89,18
1462214890,90,18
1462214906,91,18
1462214919,91,19
1462214921,92,19
1462214934,93,19
1462214948,94,19
1462214967,95,19
1462214986,96,19
1462215005,97,19
1462215022,98,19
1462215023,98,20
1462215046,99,20
1462215076,100,20
1462215137,100,21
1462215205,100,22
1462215259,100,23
1462215308,100,24
1462215360,100,25
1462215411,100,26
1462215475,100,27
1462215527,100,28
1462215585,100,29
1462215654,100,30
1462215709,100,31
1462215779,100,32
1462215861,100,33
1462216091,100,34
1462216109,100,35
1462216118,100,36
1462216127,100,37
1462216136,100,38
1462216144,100,39
1462216148,100,40
1462216154,100,41
1462216160,100,42
1462216163,100,43
1462216169,100,44
1462216175,100,45
1462216178,100,46
1462216185,100,47
1462216190,100,48
1462216195,100,49
1462216200,100,50
1462216206,100,51
1462216211,100,52
1462216217,100,53
1462216223,100,54
1462216229,100,55
1462216234,100,56
1462216239,100,57
1462216245,100,58
1462216251,100,59
1462216257,100,60
1462216263,100,61
1462216272,100,62
1462216280,100,63
1462216291,100,64
1462216301,100,65
1462216311,100,66
1462216322,100,67
1462216338,100,68
1462216365,100,69
1462216401,100,70
1462216445,100,71
1462216485,100,72
1462216521,100,73
1462216552,100,74
1462216588,100,75
1462216621,100,76
1462216652,100,77
1462216688,100,78
1462216724,100,79
1462216759,100,80
1462216794,100,81
1462216829,100,82
1462216863,100,83
1462216897,100,84
1462216932,100,85
1462216968,100,86
1462217000,100,87
1462217034,100,88
1462217071,100,89
1462217111,100,90
1462217154,100,91
1462217193,100,92
1462217233,100,93
1462217290,100,94
1462217326,100,95
1462217363,100,96
1462217402,100,97
1462217441,100,98
1462217482,100,99
1462217546,100,100
