timestamp,map,reduce
1464696982,0,0
1464696997,2,0
1464696998,6,0
1464696999,7,0
1464697011,8,0
1464697012,9,0
1464697014,10,0
1464697016,13,0
1464697026,14,0
1464697027,15,0
1464697029,16,0
1464697030,17,0
1464697031,18,0
1464697033,20,0
1464697035,21,0
1464697040,22,0
1464697042,23,0
1464697044,24,0
1464697045,25,0
1464697047,27,0
1464697048,29,0
1464697058,30,0
1464697059,31,0
1464697062,32,0
1464697063,34,0
1464697064,35,0
1464697067,36,0
1464697072,38,0
1464697078,39,0
1464697079,40,0
1464697080,42,0
1464697081,43,0
1464697087,45,0
1464697092,46,0
1464697094,48,0
1464697095,49,0
1464697097,50,0
1464697099,51,0
1464697101,53,0
1464697106,54,0
1464697108,55,0
1464697111,56,0
1464697113,57,0
1464697114,58,0
1464697115,59,0
1464697116,60,0
1464697122,61,0
1464697123,62,0
1464697126,63,0
1464697129,65,0
1464697130,66,0
1464697133,67,0
1464697137,68,0
1464697140,69,0
1464697142,70,0
1464697144,71,0
1464697145,72,0
1464697146,73,0
1464697149,74,0
1464697150,75,0
1464697152,76,0
1464697155,77,0
1464697156,78,0
1464697158,79,0
1464697159,80,0
1464697161,81,0
1464697163,82,0
1464697164,83,0
1464697167,84,0
1464697168,85,0
1464697169,86,0
1464697170,87,0
1464697174,88,0
1464697175,90,0
1464697177,91,0
1464697179,92,0
1464697180,93,0
1464697183,94,0
1464697184,95,0
1464697185,97,0
1464697187,98,0
1464697197,98,1
1464697198,98,4
1464697203,98,5
1464697204,98,7
1464697210,99,9
1464697213,100,11
1464697219,100,13
1464697221,100,14
1464697224,100,15
1464697227,100,16
1464697229,100,17
1464697232,100,18
1464697236,100,19
1464697238,100,20
1464697241,100,21
1464697245,100,22
1464697248,100,23
1464697251,100,24
1464697255,100,25
1464697259,100,26
1464697260,100,27
1464697264,100,28
1464697267,100,29
1464697269,100,30
1464697274,100,31
1464697277,100,33
1464697279,100,34
1464697280,100,37
1464697281,100,38
1464697282,100,40
1464697283,100,42
1464697285,100,45
1464697288,100,46
1464697289,100,54
1464697291,100,56
1464697292,100,59
1464697293,100,64
1464697294,100,67
1464697295,100,68
1464697297,100,69
1464697299,100,70
1464697302,100,71
1464697305,100,72
1464697308,100,73
1464697310,100,74
1464697313,100,75
1464697316,100,76
1464697319,100,77
1464697322,100,78
1464697325,100,79
1464697328,100,80
1464697331,100,81
1464697334,100,82
1464697337,100,83
1464697340,100,84
1464697343,100,85
1464697345,100,86
1464697349,100,87
1464697352,100,88
1464697355,100,89
1464697358,100,90
1464697361,100,91
1464697363,100,92
1464697366,100,93
1464697369,100,94
1464697372,100,95
1464697375,100,96
1464697378,100,97
1464697383,100,98
1464697386,100,99
1464697390,100,100
