replication,blocksize,dimension,start_reduce_percentage,reducers,taskio,start_time,start_reduce,end_time,total_time
3,76800000,600000000,0.35,12,100,1457181625,1457181664,1457181678,53
1,104960000,570000000000,0.75,12,100,1458191286,1458200106,1458204270,12984
1,128000000,3800000000,0.5,12,100,1457721500,1457721571,1457721719,219
3,16640000,200000000,0.05,12,100,1456978951,1456978975,1456979071,120
1,99840000,300000000,0.05,12,100,1456966095,1456966138,1456966151,56
3,99840000,4600000000,0.75,12,100,1457746906,1457747007,1457747118,212
2,128000000,5700000000,0.35,12,100,1457740545,1457740617,1457740788,243
3,148480000,600000000,0.35,12,100,1457185575,1457185632,1457185644,69
3,128000000,4600000000,0.35,12,100,1457761445,1457761515,1457761665,220
1,19968000,600000000,0.35,12,100,1457166006,1457166041,1457166122,116
4,148480000,700000000,0.75,12,100,1457197486,1457197758,1457197770,284
2,256000000,6200000000,0.35,12,100,1457376764,1457376871,1457377015,251
2,128000000,3800000000,0.35,12,100,1457742469,1457742538,1457742700,231
3,104960000,4600000000,0.75,12,100,1457754421,1457754527,1457754636,215
4,148480000,1500000000,0.75,12,100,1457199670,1457199748,1457199768,98
2,16640000,400000000,0.5,12,100,1456970035,1456970067,1456970161,126
4,16640000,800000000,0.9,12,100,1457110111,1457110208,1457110229,118
2,16640000,400000000,0.05,12,100,1456970484,1456970516,1456970596,112
1,256000000,6200000000,0.35,12,100,1457359894,1457359990,1457360088,194
3,148480000,800000000,0.35,12,100,1457187271,1457187332,1457187427,156
2,256000000,5700000000,0.35,12,100,1457373790,1457373892,1457374027,237
4,99840000,6200000000,0.5,12,100,1457776084,1457776187,1457776322,238
4,99840000,300000000,0.5,12,100,1456996041,1456996085,1456996091,50
1,104960000,570000000000,0.35,12,100,1458172729,1458176875,1458188913,16184
4,20480000,1800000000,0.35,12,100,1457240420,1457240471,1457240543,123
1,20480000,5700000000,0.75,12,100,1457350728,1457350921,1457351070,342
1,16640000,200000000,0.05,12,100,1456958501,1456958523,1456958533,32
3,168960000,2700000000,0.75,12,100,1457235529,1457235608,1457235625,96
3,168960000,1800000000,0.75,12,100,1457236372,1457236488,1457236555,183
4,148480000,600000000,0.75,12,100,1457196678,1457196739,1457196753,75
3,104960000,5700000000,0.5,12,100,1457757093,1457757194,1457757328,235
2,99840000,4600000000,0.5,12,100,1457725137,1457725209,1457725353,216
4,168960000,2700000000,0.75,12,100,1457248580,1457248761,1457249022,442
2,128000000,5700000000,0.5,12,100,1457741826,1457741899,1457742093,267
1,128000000,460000000000,0.5,12,100,1458339270,1458343811,1458351166,11896
3,76800000,700000000,0.35,12,100,1457182525,1457182577,1457182593,68
4,99840000,200000000,0.05,12,100,1456995663,1456995706,1456995720,57
3,99840000,3800000000,0.5,12,100,1457751293,1457751356,1457751497,204
1,128000000,380000000000,0.5,12,100,1458423884,1458427629,1458433039,9155
1,16640000,300000000,0.05,12,100,1456959303,1456959332,1456959387,84
1,99840000,460000000000,0.35,12,100,1457948694,1457951960,1457960944,12250
3,99840000,400000000,0.05,12,100,1456987433,1456987458,1456987480,47
4,168960000,5700000000,0.35,12,100,1457395601,1457395685,1457395846,245
2,128000000,4600000000,0.5,12,100,1457739908,1457739979,1457740156,248
4,256000000,2700000000,0.35,12,100,1457243615,1457243762,1457243841,226
3,128000000,3800000000,0.5,12,100,1457766450,1457766525,1457766650,200
2,99840000,300000000,0.5,12,100,1456975889,1456975933,1456975947,58
3,76800000,600000000,0.75,12,100,1457182010,1457182114,1457182192,182
1,76800000,700000000,0.75,12,100,1457171254,1457171400,1457171427,173
4,168960000,1500000000,0.75,12,100,1457251143,1457251647,1457251674,531
1,104960000,460000000000,0.75,12,100,1458146155,1458153289,1458156723,10568
1,128000000,3800000000,0.35,12,100,1457720417,1457720484,1457720630,213
4,76800000,1500000000,0.35,12,100,1457195478,1457195525,1457195533,55
3,99840000,400000000,0.5,12,100,1456987047,1456987095,1456987109,62
3,20480000,3600000000,0.75,12,100,1457225988,1457226108,1457226128,140
4,19968000,600000000,0.35,12,100,1457189017,1457189050,1457189143,126
2,20480000,5700000000,0.35,12,100,1457368220,1457368321,1457368509,289
4,168960000,1800000000,0.35,12,100,1457249369,1457249443,1457249451,82
2,99840000,400000000,0.05,12,100,1456977034,1456977093,1456977274,240
1,256000000,6200000000,0.75,12,100,1457360442,1457360551,1457361118,676
3,99840000,300000000,0.5,12,100,1456986214,1456986337,1456986355,141
1,33280000,300000000,0.5,12,100,1456962268,1456962353,1456962420,152
3,104960000,3800000000,0.75,12,100,1457758248,1457758336,1457758428,180
4,20480000,6200000000,0.35,12,100,1457387201,1457387302,1457387501,300
1,99840000,460000000000,0.75,12,100,1457963120,1457970023,1457974155,11035
1,148480000,1500000000,0.75,12,100,1457177337,1457177497,1457177520,183
2,256000000,4600000000,0.75,12,100,1457372704,1457372865,1457373375,671
1,256000000,4600000000,0.75,12,100,1457355107,1457355207,1457355667,560
1,20480000,5700000000,0.35,12,100,1457350008,1457350107,1457350370,362
1,256000000,3800000000,0.75,12,100,1457358956,1457359101,1457359498,542
1,128000000,460000000000,0.35,12,100,1458312604,1458315800,1458324893,12289
2,99840000,3800000000,0.35,12,100,1457727590,1457727651,1457727795,205
4,168960000,6200000000,0.75,12,100,1457398854,1457398966,1457399085,231
3,76800000,1500000000,0.35,12,100,1457184539,1457184590,1457184715,176
4,19968000,800000000,0.35,12,100,1457190856,1457190890,1457190988,132
1,104960000,4600000000,0.75,12,100,1457710276,1457710389,1457710472,196
3,99840000,200000000,0.05,12,100,1456985832,1456985875,1456985887,55
3,99840000,5700000000,0.75,12,100,1457748845,1457748954,1457749088,243
4,16640000,200000000,0.05,12,100,1456989111,1456989142,1456989194,83
1,99840000,3800000000,0.5,12,100,1457707242,1457707303,1457707469,227
4,256000000,5700000000,0.35,12,100,1457389894,1457390003,1457390019,125
2,104960000,5700000000,0.35,12,100,1457733122,1457733219,1457733379,257
4,104960000,4600000000,0.35,12,100,1457776736,1457776810,1457776941,205
1,256000000,2700000000,0.35,12,100,1457216399,1457216491,1457216503,104
1,128000000,4600000000,0.5,12,100,1457718002,1457718073,1457718222,220
1,128000000,570000000000,0.35,12,100,1458353718,1458357669,1458367718,14000
1,19968000,1500000000,0.35,12,100,1457168723,1457168773,1457168838,115
3,16640000,400000000,0.05,12,100,1456980699,1456980728,1456980742,43
4,16640000,200000000,0.5,12,100,1456988749,1456988777,1456988790,41
1,16640000,300000000,0.5,12,100,1456958857,1456958890,1456958978,121
1,104960000,6200000000,0.35,12,100,1457714996,1457715061,1457715247,251
2,99840000,6200000000,0.5,12,100,1457730688,1457730793,1457730932,244
2,104960000,6200000000,0.75,12,100,1457737431,1457737541,1457737662,231
4,128000000,5700000000,0.5,12,100,1457787691,1457787766,1457787955,264
4,20480000,2700000000,0.75,12,100,1457239921,1457240011,1457240058,137
1,168960000,3600000000,0.75,12,100,1457220524,1457220680,1457221059,535
1,76800000,800000000,0.35,12,100,1457171760,1457171810,1457171832,72
3,104960000,3800000000,0.35,12,100,1457757709,1457757772,1457757900,191
1,256000000,5700000000,0.75,12,100,1457356905,1457357017,1457357611,706
2,33280000,500000000,0.05,12,100,1456974680,1456974703,1456974824,144
2,128000000,5700000000,0.75,12,100,1457741176,1457741290,1457741412,236
1,168960000,2700000000,0.35,12,100,1457221397,1457221472,1457221486,89
4,19968000,800000000,0.75,12,100,1457191321,1457191370,1457191449,128
4,19968000,700000000,0.35,12,100,1457189928,1457189961,1457190057,129
3,99840000,500000000,0.9,12,100,1457108777,1457108842,1457108861,84
4,168960000,5700000000,0.75,12,100,1457396270,1457396395,1457396523,253
4,148480000,800000000,0.35,12,100,1457198101,1457198384,1457198445,344
2,33280000,400000000,0.05,12,100,1456973878,1456973901,1456973981,103
4,33280000,500000000,0.05,12,100,1456994766,1456994804,1456994935,169
1,256000000,1500000000,0.35,12,100,1457218311,1457218401,1457218423,112
4,19968000,1500000000,0.35,12,100,1457191787,1457191821,1457191919,132
1,128000000,6200000000,0.5,12,100,1457723301,1457723374,1457723549,248
1,99840000,380000000000,0.5,12,100,1458065251,1458069082,1458075169,9918
4,256000000,4600000000,0.35,12,100,1457388666,1457388775,1457388801,135
1,148480000,600000000,0.35,12,100,1457173574,1457173706,1457173892,318
1,168960000,1500000000,0.35,12,100,1457223675,1457224047,1457224160,485
1,128000000,380000000000,0.75,12,100,1458413452,1458419045,1458422031,8579
4,128000000,4600000000,0.75,12,100,1457785038,1457785136,1457785256,218
3,148480000,600000000,0.75,12,100,1457185970,1457186059,1457186082,112
2,104960000,3800000000,0.35,12,100,1457734996,1457735059,1457735207,211
1,104960000,570000000000,0.5,12,100,1458206831,1458212726,1458221673,14842
1,168960000,3800000000,0.35,12,100,1457364416,1457364494,1457364956,540
1,19968000,800000000,0.35,12,100,1457167759,1457167803,1457167896,137
1,76800000,600000000,0.35,12,100,1457169675,1457169994,1457170006,331
1,99840000,200000000,0.5,12,100,1456964928,1456964971,1456964985,57
3,148480000,800000000,0.75,12,100,1457187758,1457187823,1457187836,78
4,128000000,6200000000,0.5,12,100,1457791514,1457791587,1457791758,244
4,256000000,1500000000,0.35,12,100,1457245869,1457245961,1457245969,100
1,99840000,4600000000,0.35,12,100,1457702205,1457702268,1457702436,231
3,19968000,1500000000,0.35,12,100,1457180687,1457180733,1457180810,123
4,20480000,4600000000,0.75,12,100,1457383912,1457384062,1457384152,240
4,20480000,3600000000,0.35,12,100,1457238274,1457238346,1457238523,249
1,99840000,300000000,0.5,12,100,1456965714,1456965761,1456965777,63
