applicationID,time,reducer,percentage
application_1464359574408_0002,1464359951.0,0,5.1111113
application_1464359574408_0002,1464359951.0,1,5.1111113
application_1464359574408_0002,1464359952.0,2,5.1111113
application_1464359574408_0002,1464359954.0,3,5.3333335
application_1464359574408_0002,1464359954.0,0,5.1111113
application_1464359574408_0002,1464359954.0,5,4.0
application_1464359574408_0002,1464359954.0,1,5.3333335
application_1464359574408_0002,1464359954.0,4,4.0
application_1464359574408_0002,1464359956.0,2,5.1111113
application_1464359574408_0002,1464359957.0,0,5.1111113
application_1464359574408_0002,1464359957.0,5,5.3333335
application_1464359574408_0002,1464359957.0,1,5.3333335
application_1464359574408_0002,1464359958.0,3,5.3333335
application_1464359574408_0002,1464359958.0,4,5.1111113
application_1464359574408_0002,1464359959.0,2,5.1111113
application_1464359574408_0002,1464359960.0,5,5.3333335
application_1464359574408_0002,1464359960.0,1,8.88889
application_1464359574408_0002,1464359961.0,3,5.3333335
application_1464359574408_0002,1464359961.0,4,5.1111113
application_1464359574408_0002,1464359961.0,0,7.111111
application_1464359574408_0002,1464359962.0,2,8.0
application_1464359574408_0002,1464359963.0,5,5.3333335
application_1464359574408_0002,1464359964.0,1,8.88889
application_1464359574408_0002,1464359964.0,3,7.333334
application_1464359574408_0002,1464359964.0,4,6.0000002
application_1464359574408_0002,1464359964.0,0,8.6666666
application_1464359574408_0002,1464359965.0,2,8.6666666
application_1464359574408_0002,1464359966.0,5,8.6666666
application_1464359574408_0002,1464359967.0,3,8.88889
application_1464359574408_0002,1464359967.0,4,8.88889
application_1464359574408_0002,1464359967.0,0,8.6666666
application_1464359574408_0002,1464359967.0,1,9.1111116
application_1464359574408_0002,1464359968.0,2,8.6666666
application_1464359574408_0002,1464359969.0,5,8.88889
application_1464359574408_0002,1464359970.0,4,8.88889
application_1464359574408_0002,1464359970.0,0,9.777778
application_1464359574408_0002,1464359970.0,1,11.5555555
application_1464359574408_0002,1464359970.0,3,8.88889
application_1464359574408_0002,1464359971.0,2,9.555556
application_1464359574408_0002,1464359972.0,5,8.88889
application_1464359574408_0002,1464359973.0,4,8.88889
application_1464359574408_0002,1464359973.0,0,11.777778
application_1464359574408_0002,1464359973.0,1,12.444445
application_1464359574408_0002,1464359973.0,3,10.888889
application_1464359574408_0002,1464359974.0,2,12.222223
application_1464359574408_0002,1464359976.0,5,11.111112
application_1464359574408_0002,1464359976.0,4,11.111112
application_1464359574408_0002,1464359976.0,0,12.222223
application_1464359574408_0002,1464359976.0,1,12.444445
application_1464359574408_0002,1464359977.0,3,12.444445
application_1464359574408_0002,1464359977.0,2,12.222223
application_1464359574408_0002,1464359979.0,5,12.222223
application_1464359574408_0002,1464359979.0,4,12.444445
application_1464359574408_0002,1464359979.0,0,12.222223
application_1464359574408_0002,1464359979.0,1,14.0
application_1464359574408_0002,1464359981.0,2,12.222223
application_1464359574408_0002,1464359982.0,3,12.444445
application_1464359574408_0002,1464359982.0,5,12.444445
application_1464359574408_0002,1464359982.0,4,12.444445
application_1464359574408_0002,1464359982.0,0,13.333334
application_1464359574408_0002,1464359982.0,1,16.0
application_1464359574408_0002,1464359984.0,2,14.666668
application_1464359574408_0002,1464359985.0,3,12.444445
application_1464359574408_0002,1464359985.0,5,12.444445
application_1464359574408_0002,1464359985.0,0,15.777779
application_1464359574408_0002,1464359985.0,1,16.0
application_1464359574408_0002,1464359986.0,4,12.888889
application_1464359574408_0002,1464359987.0,2,15.777779
application_1464359574408_0002,1464359988.0,3,14.444445
application_1464359574408_0002,1464359989.0,1,16.222224
application_1464359574408_0002,1464359989.0,0,15.777779
application_1464359574408_0002,1464359989.0,5,14.222223
application_1464359574408_0002,1464359989.0,4,15.111113
application_1464359574408_0002,1464359990.0,2,15.777779
application_1464359574408_0002,1464359991.0,3,16.0
application_1464359574408_0002,1464359992.0,0,15.777779
application_1464359574408_0002,1464359992.0,1,18.888889
application_1464359574408_0002,1464359992.0,4,16.0
application_1464359574408_0002,1464359992.0,5,16.0
application_1464359574408_0002,1464359993.0,2,17.11111
application_1464359574408_0002,1464359994.0,3,16.0
application_1464359574408_0002,1464359995.0,1,19.555555
application_1464359574408_0002,1464359995.0,0,17.555556
application_1464359574408_0002,1464359995.0,4,16.0
application_1464359574408_0002,1464359995.0,5,16.0
application_1464359574408_0002,1464359996.0,2,18.888889
application_1464359574408_0002,1464359997.0,3,16.444445
application_1464359574408_0002,1464359998.0,1,19.555555
application_1464359574408_0002,1464359998.0,0,19.555555
application_1464359574408_0002,1464359998.0,4,16.0
application_1464359574408_0002,1464359999.0,5,16.444445
application_1464359574408_0002,1464359999.0,2,19.333333
application_1464359574408_0002,1464360000.0,3,19.111112
application_1464359574408_0002,1464360001.0,1,21.111111
application_1464359574408_0002,1464360001.0,0,19.555555
application_1464359574408_0002,1464360001.0,4,17.555556
application_1464359574408_0002,1464360002.0,5,18.666667
application_1464359574408_0002,1464360002.0,2,19.333333
application_1464359574408_0002,1464360003.0,3,19.555555
application_1464359574408_0002,1464360004.0,1,23.111111
application_1464359574408_0002,1464360005.0,0,19.777778
application_1464359574408_0002,1464360004.0,4,19.555555
application_1464359574408_0002,1464360005.0,5,19.555555
application_1464359574408_0002,1464360006.0,2,21.555555
application_1464359574408_0002,1464360006.0,3,20.444445
application_1464359574408_0002,1464360007.0,1,23.111111
application_1464359574408_0002,1464360008.0,4,19.555555
application_1464359574408_0002,1464360008.0,0,21.777777
application_1464359574408_0002,1464360008.0,5,19.555555
application_1464359574408_0002,1464360009.0,2,22.88889
application_1464359574408_0002,1464360010.0,3,21.555555
application_1464359574408_0002,1464360010.0,1,25.111112
application_1464359574408_0002,1464360011.0,4,19.555555
application_1464359574408_0002,1464360011.0,0,22.88889
application_1464359574408_0002,1464360011.0,5,21.111111
application_1464359574408_0002,1464360012.0,2,22.88889
application_1464359574408_0002,1464360013.0,3,23.111111
application_1464359574408_0002,1464360013.0,1,26.222223
application_1464359574408_0002,1464360014.0,4,21.111111
application_1464359574408_0002,1464360014.0,0,23.111111
application_1464359574408_0002,1464360014.0,5,22.88889
application_1464359574408_0002,1464360015.0,2,24.444446
application_1464359574408_0002,1464360016.0,3,23.111111
application_1464359574408_0002,1464360016.0,1,26.666668
application_1464359574408_0002,1464360017.0,4,22.88889
application_1464359574408_0002,1464360017.0,0,23.111111
application_1464359574408_0002,1464360018.0,5,23.111111
application_1464359574408_0002,1464360018.0,2,26.444447
application_1464359574408_0002,1464360019.0,3,23.555556
application_1464359574408_0002,1464360019.0,1,26.666668
application_1464359574408_0002,1464360020.0,4,23.111111
application_1464359574408_0002,1464360020.0,0,25.555557
application_1464359574408_0002,1464360021.0,5,23.111111
application_1464359574408_0002,1464360021.0,2,26.666668
application_1464359574408_0002,1464360022.0,3,25.555557
application_1464359574408_0002,1464360022.0,1,27.111113
application_1464359574408_0002,1464360023.0,4,23.111111
application_1464359574408_0002,1464360023.0,0,26.666668
application_1464359574408_0002,1464360024.0,5,25.111112
application_1464359574408_0002,1464360024.0,2,26.666668
application_1464359574408_0002,1464360025.0,3,26.666668
application_1464359574408_0002,1464360025.0,1,27.77778
application_1464359574408_0002,1464360026.0,4,23.777777
application_1464359574408_0002,1464360026.0,0,26.666668
application_1464359574408_0002,1464360027.0,5,26.666668
application_1464359574408_0002,1464360027.0,2,27.555555
application_1464359574408_0002,1464360028.0,3,26.666668
application_1464359574408_0002,1464360028.0,1,28.66667
application_1464359574408_0002,1464360029.0,4,26.444447
application_1464359574408_0002,1464360029.0,0,28.66667
application_1464359574408_0002,1464360030.0,5,26.666668
application_1464359574408_0002,1464360030.0,2,29.11111
application_1464359574408_0002,1464360031.0,3,28.444445
application_1464359574408_0002,1464360031.0,1,29.555556
application_1464359574408_0002,1464360032.0,4,26.666668
application_1464359574408_0002,1464360032.0,0,29.333335
application_1464359574408_0002,1464360033.0,5,28.222224
application_1464359574408_0002,1464360033.0,2,30.222225
application_1464359574408_0002,1464360034.0,3,30.0
application_1464359574408_0002,1464360034.0,1,29.555556
application_1464359574408_0002,1464360035.0,4,27.555555
application_1464359574408_0002,1464360035.0,0,29.777777
application_1464359574408_0002,1464360036.0,5,30.222225
application_1464359574408_0002,1464360036.0,2,30.444446
application_1464359574408_0002,1464360037.0,3,30.222225
application_1464359574408_0002,1464360037.0,1,31.333333
application_1464359574408_0002,1464360038.0,4,30.222225
application_1464359574408_0002,1464360038.0,0,31.333333
application_1464359574408_0002,1464360039.0,5,30.222225
application_1464359574408_0002,1464360039.0,2,31.333333
application_1464359574408_0002,1464360040.0,3,31.555557
application_1464359574408_0002,1464360040.0,1,31.555557
application_1464359574408_0002,1464360041.0,4,30.222225
application_1464359574408_0002,1464360041.0,0,31.555557
application_1464359574408_0002,1464360042.0,5,31.555557
application_1464359574408_0002,1464360042.0,2,31.555557
application_1464359574408_0002,1464360043.0,3,31.555557
application_1464359574408_0002,1464360044.0,1,31.555557
application_1464359574408_0002,1464360044.0,4,31.333333
application_1464359574408_0002,1464360044.0,0,31.555557
application_1464359574408_0002,1464360045.0,5,31.555557
application_1464359574408_0002,1464360045.0,2,31.555557
application_1464359574408_0002,1464360046.0,3,31.555557
application_1464359574408_0002,1464360047.0,1,31.555557
application_1464359574408_0002,1464360047.0,4,31.555557
application_1464359574408_0002,1464360047.0,0,31.555557
application_1464359574408_0002,1464360048.0,5,31.555557
application_1464359574408_0002,1464360048.0,2,31.555557
application_1464359574408_0002,1464360049.0,3,31.555557
application_1464359574408_0002,1464360050.0,1,31.777778
application_1464359574408_0002,1464360050.0,4,31.777778
application_1464359574408_0002,1464360050.0,0,31.777778
application_1464359574408_0002,1464360051.0,5,31.777778
application_1464359574408_0002,1464360051.0,2,31.777778
application_1464359574408_0002,1464360052.0,3,31.777778
application_1464359574408_0002,1464360053.0,1,31.777778
application_1464359574408_0002,1464360053.0,0,31.777778
application_1464359574408_0002,1464360054.0,4,31.777778
application_1464359574408_0002,1464360054.0,5,31.777778
application_1464359574408_0002,1464360054.0,2,31.777778
application_1464359574408_0002,1464360055.0,3,31.777778
application_1464359574408_0002,1464360056.0,1,31.777778
application_1464359574408_0002,1464360056.0,0,31.777778
application_1464359574408_0002,1464360057.0,4,31.777778
application_1464359574408_0002,1464360057.0,5,31.777778
application_1464359574408_0002,1464360057.0,2,31.777778
application_1464359574408_0002,1464360059.0,3,31.777778
application_1464359574408_0002,1464360059.0,1,31.777778
application_1464359574408_0002,1464360059.0,0,31.777778
application_1464359574408_0002,1464360060.0,4,31.777778
application_1464359574408_0002,1464360060.0,5,31.777778
application_1464359574408_0002,1464360060.0,2,31.777778
application_1464359574408_0002,1464360062.0,3,31.777778
application_1464359574408_0002,1464360062.0,1,31.777778
application_1464359574408_0002,1464360062.0,0,31.777778
