applicationID,time,reducer,percentage
application_1462718033130_0090,1463237524.0,1,1.75
application_1462718033130_0090,1463237527.0,0,1.9166667
application_1462718033130_0090,1463237527.0,1,1.9166667
application_1462718033130_0090,1463237528.0,4,1.2500001
application_1462718033130_0090,1463237530.0,0,2.0
application_1462718033130_0090,1463237530.0,5,1.9166667
application_1462718033130_0090,1463237530.0,1,1.9166667
application_1462718033130_0090,1463237531.0,4,2.0
application_1462718033130_0090,1463237533.0,5,1.9166667
application_1462718033130_0090,1463237533.0,0,2.0
application_1462718033130_0090,1463237534.0,1,2.7500002
application_1462718033130_0090,1463237535.0,4,2.0
application_1462718033130_0090,1463237536.0,0,3.3333335
application_1462718033130_0090,1463237536.0,5,1.9166667
application_1462718033130_0090,1463237537.0,1,3.25
application_1462718033130_0090,1463237538.0,4,2.0833334
application_1462718033130_0090,1463237539.0,0,3.3333335
application_1462718033130_0090,1463237539.0,5,2.9166667
application_1462718033130_0090,1463237540.0,1,3.25
application_1462718033130_0090,1463237541.0,4,3.25
application_1462718033130_0090,1463237542.0,0,3.3333335
application_1462718033130_0090,1463237543.0,5,3.25
application_1462718033130_0090,1463237543.0,1,4.3333333
application_1462718033130_0090,1463237544.0,4,3.3333335
application_1462718033130_0090,1463237546.0,0,3.75
application_1462718033130_0090,1463237546.0,5,3.25
application_1462718033130_0090,1463237546.0,1,4.5833334
application_1462718033130_0090,1463237547.0,4,3.3333335
application_1462718033130_0090,1463237549.0,0,4.6666667
application_1462718033130_0090,1463237549.0,5,3.25
application_1462718033130_0090,1463237550.0,1,4.5833334
application_1462718033130_0090,1463237550.0,4,4.4166666
application_1462718033130_0090,1463237552.0,0,4.6666667
application_1462718033130_0090,1463237552.0,5,4.5
application_1462718033130_0090,1463237553.0,1,5.9166666
application_1462718033130_0090,1463237553.0,4,4.6666667
application_1462718033130_0090,1463237555.0,0,5.0000004
application_1462718033130_0090,1463237556.0,5,4.5833334
application_1462718033130_0090,1463237556.0,1,5.9166666
application_1462718033130_0090,1463237557.0,4,4.6666667
application_1462718033130_0090,1463237558.0,0,6.0000002
application_1462718033130_0090,1463237559.0,5,4.5833334
application_1462718033130_0090,1463237559.0,1,5.9166666
application_1462718033130_0090,1463237560.0,4,6.0000002
application_1462718033130_0090,1463237561.0,0,6.0000002
application_1462718033130_0090,1463237562.0,5,5.666667
