applicationID,time,reducer,percentage
application_1462718033130_0080,1463225584.0,1,1.4166667
application_1462718033130_0080,1463225584.0,2,1.5000001
application_1462718033130_0080,1463225586.0,4,1.8333334
application_1462718033130_0080,1463225587.0,1,1.9166667
application_1462718033130_0080,1463225588.0,2,1.9166667
application_1462718033130_0080,1463225589.0,4,2.0
application_1462718033130_0080,1463225590.0,1,1.9166667
application_1462718033130_0080,1463225591.0,2,1.9166667
application_1462718033130_0080,1463225592.0,4,2.0
application_1462718033130_0080,1463225594.0,2,2.4166666
application_1462718033130_0080,1463225594.0,1,2.5000002
application_1462718033130_0080,1463225596.0,4,2.7500002
application_1462718033130_0080,1463225597.0,2,3.25
application_1462718033130_0080,1463225598.0,1,3.25
application_1462718033130_0080,1463225599.0,4,3.3333335
application_1462718033130_0080,1463225600.0,2,3.25
application_1462718033130_0080,1463225601.0,1,3.25
application_1462718033130_0080,1463225603.0,4,3.3333335
application_1462718033130_0080,1463225603.0,2,3.25
application_1462718033130_0080,1463225604.0,1,3.75
application_1462718033130_0080,1463225606.0,4,4.0
application_1462718033130_0080,1463225606.0,2,4.5833334
application_1462718033130_0080,1463225607.0,1,4.5833334
application_1462718033130_0080,1463225609.0,4,4.6666667
application_1462718033130_0080,1463225609.0,2,4.5833334
application_1462718033130_0080,1463225611.0,1,4.5833334
application_1462718033130_0080,1463225612.0,4,4.6666667
application_1462718033130_0080,1463225613.0,2,4.5833334
application_1462718033130_0080,1463225614.0,1,5.3333335
application_1462718033130_0080,1463225615.0,4,4.8333332
application_1462718033130_0080,1463225616.0,2,5.3333335
application_1462718033130_0080,1463225617.0,0,0.0
application_1462718033130_0080,1463225617.0,1,5.9166666
application_1462718033130_0080,1463225619.0,4,6.0000002
application_1462718033130_0080,1463225619.0,2,5.9166666
application_1462718033130_0080,1463225620.0,3,0.0
application_1462718033130_0080,1463225621.0,1,5.9166666
application_1462718033130_0080,1463225622.0,4,6.0000002
application_1462718033130_0080,1463225622.0,2,5.9166666
application_1462718033130_0080,1463225624.0,1,6.333333
application_1462718033130_0080,1463225625.0,4,6.0000002
application_1462718033130_0080,1463225626.0,2,6.75
application_1462718033130_0080,1463225627.0,0,0.4166667
application_1462718033130_0080,1463225627.0,1,7.2500005
application_1462718033130_0080,1463225628.0,4,7.333334
application_1462718033130_0080,1463225629.0,2,7.2500005
application_1462718033130_0080,1463225630.0,3,0.4166667
application_1462718033130_0080,1463225630.0,0,0.8333334
application_1462718033130_0080,1463225631.0,1,7.2500005
application_1462718033130_0080,1463225631.0,4,7.333334
application_1462718033130_0080,1463225632.0,2,7.2500005
application_1462718033130_0080,1463225633.0,5,0.4166667
application_1462718033130_0080,1463225634.0,1,7.75
application_1462718033130_0080,1463225634.0,4,7.333334
application_1462718033130_0080,1463225634.0,3,1.0
application_1462718033130_0080,1463225635.0,2,7.416667
application_1462718033130_0080,1463225637.0,1,8.583333
application_1462718033130_0080,1463225637.0,4,8.0
application_1462718033130_0080,1463225638.0,5,0.9166667
application_1462718033130_0080,1463225638.0,2,8.583333
application_1462718033130_0080,1463225639.0,0,1.4166667
application_1462718033130_0080,1463225641.0,4,8.6666666
