applicationID,time,reducer,percentage
application_1462718033130_0102,1463249734.0,0,1.9166667
application_1462718033130_0102,1463249734.0,2,1.8333334
application_1462718033130_0102,1463249735.0,4,1.5833333
application_1462718033130_0102,1463249735.0,5,1.75
application_1462718033130_0102,1463249737.0,0,2.0
application_1462718033130_0102,1463249738.0,2,1.9166667
application_1462718033130_0102,1463249738.0,5,1.9166667
application_1462718033130_0102,1463249738.0,4,2.0
application_1462718033130_0102,1463249741.0,2,1.9166667
application_1462718033130_0102,1463249741.0,0,2.0
application_1462718033130_0102,1463249741.0,5,1.9166667
application_1462718033130_0102,1463249741.0,4,2.0
application_1462718033130_0102,1463249744.0,2,2.7500002
application_1462718033130_0102,1463249744.0,0,3.25
application_1462718033130_0102,1463249745.0,4,2.7500002
application_1462718033130_0102,1463249745.0,5,2.8333334
application_1462718033130_0102,1463249747.0,0,3.3333335
application_1462718033130_0102,1463249747.0,2,3.25
application_1462718033130_0102,1463249748.0,4,3.3333335
application_1462718033130_0102,1463249749.0,5,3.25
application_1462718033130_0102,1463249750.0,0,3.3333335
application_1462718033130_0102,1463249751.0,4,3.3333335
application_1462718033130_0102,1463249751.0,2,3.25
application_1462718033130_0102,1463249752.0,5,3.25
application_1462718033130_0102,1463249753.0,0,4.5
application_1462718033130_0102,1463249754.0,4,3.8333334
application_1462718033130_0102,1463249754.0,2,3.3333335
application_1462718033130_0102,1463249755.0,5,3.5
application_1462718033130_0102,1463249756.0,0,4.6666667
application_1462718033130_0102,1463249757.0,4,4.6666667
application_1462718033130_0102,1463249757.0,2,4.5833334
application_1462718033130_0102,1463249758.0,5,4.5833334
application_1462718033130_0102,1463249759.0,0,4.6666667
application_1462718033130_0102,1463249760.0,4,4.6666667
application_1462718033130_0102,1463249761.0,2,4.5833334
application_1462718033130_0102,1463249761.0,5,4.5833334
application_1462718033130_0102,1463249762.0,0,5.75
application_1462718033130_0102,1463249763.0,4,4.8333332
application_1462718033130_0102,1463249764.0,2,4.5833334
application_1462718033130_0102,1463249764.0,5,4.5833334
application_1462718033130_0102,1463249765.0,0,6.0000002
application_1462718033130_0102,1463249766.0,4,6.0000002
application_1462718033130_0102,1463249767.0,2,5.75
application_1462718033130_0102,1463249768.0,5,5.75
application_1462718033130_0102,1463249768.0,0,6.0000002
application_1462718033130_0102,1463249769.0,4,6.0000002
